"","team","position","type","count"
"2817","Keiser (Fl)","S","Delta",1
"2818","Kennesaw State","CB","Incoming",4
"2819","Kennesaw State","CB","Outgoing",1
"2820","Kennesaw State","CB","Delta",3
"2821","Kennesaw State","DL","Incoming",1
"2822","Kennesaw State","DL","Outgoing",2
"2823","Kennesaw State","DL","Delta",-1
"2824","Kennesaw State","EDGE","Incoming",1
"2825","Kennesaw State","EDGE","Outgoing",1
"2826","Kennesaw State","EDGE","Delta",0
"2827","Kennesaw State","IOL","Incoming",4
"2828","Kennesaw State","IOL","Outgoing",3
"2829","Kennesaw State","IOL","Delta",1
"2830","Kennesaw State","K","Incoming",0
"2831","Kennesaw State","K","Outgoing",1
"2832","Kennesaw State","K","Delta",-1
"2833","Kennesaw State","LB","Incoming",1
"2834","Kennesaw State","LB","Outgoing",1
"2835","Kennesaw State","LB","Delta",0
"2836","Kennesaw State","LS","Incoming",2
"2837","Kennesaw State","LS","Outgoing",1
"2838","Kennesaw State","LS","Delta",1
"2839","Kennesaw State","OT","Incoming",4
"2840","Kennesaw State","OT","Outgoing",0
"2841","Kennesaw State","OT","Delta",4
"2842","Kennesaw State","P","Incoming",0
"2843","Kennesaw State","P","Outgoing",1
"2844","Kennesaw State","P","Delta",-1
"2845","Kennesaw State","QB","Incoming",1
"2846","Kennesaw State","QB","Outgoing",2
"2847","Kennesaw State","QB","Delta",-1
"2848","Kennesaw State","RB","Incoming",2
"2849","Kennesaw State","RB","Outgoing",1
"2850","Kennesaw State","RB","Delta",1
"2851","Kennesaw State","S","Incoming",3
"2852","Kennesaw State","S","Outgoing",0
"2853","Kennesaw State","S","Delta",3
"2854","Kennesaw State","TE","Incoming",2
"2855","Kennesaw State","TE","Outgoing",2
"2856","Kennesaw State","TE","Delta",0
"2857","Kennesaw State","WR","Incoming",2
"2858","Kennesaw State","WR","Outgoing",1
"2859","Kennesaw State","WR","Delta",1
"2860","Kent State","CB","Incoming",1
"2861","Kent State","CB","Outgoing",2
"2862","Kent State","CB","Delta",-1
"2863","Kent State","DL","Incoming",1
"2864","Kent State","DL","Outgoing",3
"2865","Kent State","DL","Delta",-2
"2866","Kent State","EDGE","Incoming",1
"2867","Kent State","EDGE","Outgoing",2
"2868","Kent State","EDGE","Delta",-1
"2869","Kent State","IOL","Incoming",3
"2870","Kent State","IOL","Outgoing",4
"2871","Kent State","IOL","Delta",-1
"2872","Kent State","K","Incoming",0
"2873","Kent State","K","Outgoing",1
"2874","Kent State","K","Delta",-1
"2875","Kent State","LB","Incoming",0
"2876","Kent State","LB","Outgoing",3
"2877","Kent State","LB","Delta",-3
"2878","Kent State","OT","Incoming",0
"2879","Kent State","OT","Outgoing",2
"2880","Kent State","OT","Delta",-2
"2881","Kent State","QB","Incoming",0
"2882","Kent State","QB","Outgoing",1
"2883","Kent State","QB","Delta",-1
"2884","Kent State","RB","Incoming",1
"2885","Kent State","RB","Outgoing",2
"2886","Kent State","RB","Delta",-1
"2887","Kent State","S","Incoming",2
"2888","Kent State","S","Outgoing",1
"2889","Kent State","S","Delta",1
"2890","Kent State","TE","Incoming",2
"2891","Kent State","TE","Outgoing",1
"2892","Kent State","TE","Delta",1
"2893","Kent State","WR","Incoming",0
"2894","Kent State","WR","Outgoing",1
"2895","Kent State","WR","Delta",-1
"2896","Kentucky","CB","Incoming",1
"2897","Kentucky","CB","Outgoing",1
"2898","Kentucky","CB","Delta",0
"2899","Kentucky","DL","Incoming",2
"2900","Kentucky","DL","Outgoing",5
"2901","Kentucky","DL","Delta",-3
"2902","Kentucky","EDGE","Incoming",4
"2903","Kentucky","EDGE","Outgoing",3
"2904","Kentucky","EDGE","Delta",1
"2905","Kentucky","IOL","Incoming",2
"2906","Kentucky","IOL","Outgoing",4
"2907","Kentucky","IOL","Delta",-2
"2908","Kentucky","LB","Incoming",1
"2909","Kentucky","LB","Outgoing",1
"2910","Kentucky","LB","Delta",0
"2911","Kentucky","LS","Incoming",0
"2912","Kentucky","LS","Outgoing",1
"2913","Kentucky","LS","Delta",-1
"2914","Kentucky","OT","Incoming",4
"2915","Kentucky","OT","Outgoing",4
"2916","Kentucky","OT","Delta",0
"2917","Kentucky","QB","Incoming",1
"2918","Kentucky","QB","Outgoing",1
"2919","Kentucky","QB","Delta",0
"2920","Kentucky","RB","Incoming",2
"2921","Kentucky","RB","Outgoing",1
"2922","Kentucky","RB","Delta",1
"2923","Kentucky","S","Incoming",0
"2924","Kentucky","S","Outgoing",2
"2925","Kentucky","S","Delta",-2
"2926","Kentucky","TE","Incoming",2
"2927","Kentucky","TE","Outgoing",3
"2928","Kentucky","TE","Delta",-1
"2929","Kentucky","WR","Incoming",6
"2930","Kentucky","WR","Outgoing",4
"2931","Kentucky","WR","Delta",2
"2932","Kentucky Wesleyan","DL","Incoming",0
"2933","Kentucky Wesleyan","DL","Outgoing",1
"2934","Kentucky Wesleyan","DL","Delta",-1
"2935","Kilgore College","WR","Incoming",3
"2936","Kilgore College","WR","Outgoing",0
"2937","Kilgore College","WR","Delta",3
"2938","King's College","EDGE","Incoming",0
"2939","King's College","EDGE","Outgoing",1
"2940","King's College","EDGE","Delta",-1
"2941","LAKELAND","OT","Incoming",0
"2942","LAKELAND","OT","Outgoing",1
"2943","LAKELAND","OT","Delta",-1
"2944","LIU Post","DL","Incoming",0
"2945","LIU Post","DL","Outgoing",1
"2946","LIU Post","DL","Delta",-1
"2947","LIU Post","OT","Incoming",0
"2948","LIU Post","OT","Outgoing",2
"2949","LIU Post","OT","Delta",-2
"2950","LIU Post","RB","Incoming",0
"2951","LIU Post","RB","Outgoing",1
"2952","LIU Post","RB","Delta",-1
"2953","LIU Post","WR","Incoming",0
"2954","LIU Post","WR","Outgoing",1
"2955","LIU Post","WR","Delta",-1
"2956","LSU","CB","Incoming",2
"2957","LSU","CB","Outgoing",3
"2958","LSU","CB","Delta",-1
"2959","LSU","DL","Incoming",2
"2960","LSU","DL","Outgoing",5
"2961","LSU","DL","Delta",-3
"2962","LSU","EDGE","Incoming",3
"2963","LSU","EDGE","Outgoing",1
"2964","LSU","EDGE","Delta",2
"2965","LSU","IOL","Incoming",2
"2966","LSU","IOL","Outgoing",0
"2967","LSU","IOL","Delta",2
"2968","LSU","K","Incoming",0
"2969","LSU","K","Outgoing",1
"2970","LSU","K","Delta",-1
"2971","LSU","LB","Incoming",0
"2972","LSU","LB","Outgoing",1
"2973","LSU","LB","Delta",-1
"2974","LSU","P","Incoming",1
"2975","LSU","P","Outgoing",0
"2976","LSU","P","Delta",1
"2977","LSU","QB","Incoming",1
"2978","LSU","QB","Outgoing",2
"2979","LSU","QB","Delta",-1
"2980","LSU","RB","Incoming",0
"2981","LSU","RB","Outgoing",1
"2982","LSU","RB","Delta",-1
"2983","LSU","S","Incoming",2
"2984","LSU","S","Outgoing",3
"2985","LSU","S","Delta",-1
"2986","LSU","TE","Incoming",2
"2987","LSU","TE","Outgoing",1
"2988","LSU","TE","Delta",1
"2989","LSU","WR","Incoming",3
"2990","LSU","WR","Outgoing",4
"2991","LSU","WR","Delta",-1
"2992","Lafayette","DL","Incoming",1
"2993","Lafayette","DL","Outgoing",1
"2994","Lafayette","DL","Delta",0
"2995","Lafayette","EDGE","Incoming",1
"2996","Lafayette","EDGE","Outgoing",0
"2997","Lafayette","EDGE","Delta",1
"2998","Lafayette","OT","Incoming",0
"2999","Lafayette","OT","Outgoing",1
"3000","Lafayette","OT","Delta",-1
"3001","Lafayette","RB","Incoming",0
"3002","Lafayette","RB","Outgoing",1
"3003","Lafayette","RB","Delta",-1
"3004","Lafayette","S","Incoming",0
"3005","Lafayette","S","Outgoing",1
"3006","Lafayette","S","Delta",-1
"3007","Lafayette","TE","Incoming",1
"3008","Lafayette","TE","Outgoing",1
"3009","Lafayette","TE","Delta",0
"3010","Lamar","CB","Incoming",1
"3011","Lamar","CB","Outgoing",0
"3012","Lamar","CB","Delta",1
"3013","Lamar","IOL","Incoming",0
"3014","Lamar","IOL","Outgoing",1
"3015","Lamar","IOL","Delta",-1
"3016","Lamar","LB","Incoming",1
"3017","Lamar","LB","Outgoing",0
"3018","Lamar","LB","Delta",1
"3019","Lamar","QB","Incoming",1
"3020","Lamar","QB","Outgoing",0
"3021","Lamar","QB","Delta",1
"3022","Lamar","WR","Incoming",1
"3023","Lamar","WR","Outgoing",0
"3024","Lamar","WR","Delta",1
"3025","Lane College","WR","Incoming",1
"3026","Lane College","WR","Outgoing",0
"3027","Lane College","WR","Delta",1
"3028","Lehigh","IOL","Incoming",1
"3029","Lehigh","IOL","Outgoing",0
"3030","Lehigh","IOL","Delta",1
"3031","Lenoir-Rhyne","RB","Incoming",1
"3032","Lenoir-Rhyne","RB","Outgoing",0
"3033","Lenoir-Rhyne","RB","Delta",1
"3034","Liberty","ATH","Incoming",1
"3035","Liberty","ATH","Outgoing",0
"3036","Liberty","ATH","Delta",1
"3037","Liberty","CB","Incoming",2
"3038","Liberty","CB","Outgoing",2
"3039","Liberty","CB","Delta",0
"3040","Liberty","DL","Incoming",3
"3041","Liberty","DL","Outgoing",4
"3042","Liberty","DL","Delta",-1
"3043","Liberty","EDGE","Incoming",1
"3044","Liberty","EDGE","Outgoing",3
"3045","Liberty","EDGE","Delta",-2
"3046","Liberty","IOL","Incoming",3
"3047","Liberty","IOL","Outgoing",2
"3048","Liberty","IOL","Delta",1
"3049","Liberty","K","Incoming",1
"3050","Liberty","K","Outgoing",0
"3051","Liberty","K","Delta",1
"3052","Liberty","LB","Incoming",3
"3053","Liberty","LB","Outgoing",0
"3054","Liberty","LB","Delta",3
"3055","Liberty","OT","Incoming",1
"3056","Liberty","OT","Outgoing",3
"3057","Liberty","OT","Delta",-2
"3058","Liberty","QB","Incoming",2
"3059","Liberty","QB","Outgoing",1
"3060","Liberty","QB","Delta",1
"3061","Liberty","RB","Incoming",1
"3062","Liberty","RB","Outgoing",1
"3063","Liberty","RB","Delta",0
"3064","Liberty","S","Incoming",1
"3065","Liberty","S","Outgoing",1
"3066","Liberty","S","Delta",0
"3067","Liberty","WR","Incoming",2
"3068","Liberty","WR","Outgoing",3
"3069","Liberty","WR","Delta",-1
"3070","Limestone","OT","Incoming",0
"3071","Limestone","OT","Outgoing",1
"3072","Limestone","OT","Delta",-1
"3073","Limestone","TE","Incoming",0
"3074","Limestone","TE","Outgoing",1
"3075","Limestone","TE","Delta",-1
"3076","Limestone University","WR","Incoming",0
"3077","Limestone University","WR","Outgoing",1
"3078","Limestone University","WR","Delta",-1
"3079","Lindenwood","CB","Incoming",1
"3080","Lindenwood","CB","Outgoing",1
"3081","Lindenwood","CB","Delta",0
"3082","Lindenwood","IOL","Incoming",1
"3083","Lindenwood","IOL","Outgoing",0
"3084","Lindenwood","IOL","Delta",1
"3085","Lindenwood","LB","Incoming",1
"3086","Lindenwood","LB","Outgoing",1
"3087","Lindenwood","LB","Delta",0
"3088","Lindenwood","S","Incoming",2
"3089","Lindenwood","S","Outgoing",0
"3090","Lindenwood","S","Delta",2
"3091","Lindenwood","TE","Incoming",1
"3092","Lindenwood","TE","Outgoing",0
"3093","Lindenwood","TE","Delta",1
"3094","Lindenwood","WR","Incoming",0
"3095","Lindenwood","WR","Outgoing",2
"3096","Lindenwood","WR","Delta",-2
"3097","Louisiana","CB","Incoming",1
"3098","Louisiana","CB","Outgoing",3
"3099","Louisiana","CB","Delta",-2
"3100","Louisiana","IOL","Incoming",0
"3101","Louisiana","IOL","Outgoing",1
"3102","Louisiana","IOL","Delta",-1
"3103","Louisiana","LB","Incoming",0
"3104","Louisiana","LB","Outgoing",1
"3105","Louisiana","LB","Delta",-1
"3106","Louisiana","OT","Incoming",0
"3107","Louisiana","OT","Outgoing",1
"3108","Louisiana","OT","Delta",-1
"3109","Louisiana","QB","Incoming",1
"3110","Louisiana","QB","Outgoing",0
"3111","Louisiana","QB","Delta",1
"3112","Louisiana","RB","Incoming",0
"3113","Louisiana","RB","Outgoing",1
"3114","Louisiana","RB","Delta",-1
"3115","Louisiana","TE","Incoming",2
"3116","Louisiana","TE","Outgoing",2
"3117","Louisiana","TE","Delta",0
"3118","Louisiana","WR","Incoming",1
"3119","Louisiana","WR","Outgoing",2
"3120","Louisiana","WR","Delta",-1
"3121","Louisiana Tech","CB","Incoming",3
"3122","Louisiana Tech","CB","Outgoing",1
"3123","Louisiana Tech","CB","Delta",2
"3124","Louisiana Tech","DL","Incoming",0
"3125","Louisiana Tech","DL","Outgoing",3
"3126","Louisiana Tech","DL","Delta",-3
"3127","Louisiana Tech","EDGE","Incoming",0
"3128","Louisiana Tech","EDGE","Outgoing",6
"3129","Louisiana Tech","EDGE","Delta",-6
"3130","Louisiana Tech","IOL","Incoming",1
"3131","Louisiana Tech","IOL","Outgoing",2
"3132","Louisiana Tech","IOL","Delta",-1
"3133","Louisiana Tech","K","Incoming",0
"3134","Louisiana Tech","K","Outgoing",1
"3135","Louisiana Tech","K","Delta",-1
"3136","Louisiana Tech","LB","Incoming",0
"3137","Louisiana Tech","LB","Outgoing",1
"3138","Louisiana Tech","LB","Delta",-1
"3139","Louisiana Tech","P","Incoming",1
"3140","Louisiana Tech","P","Outgoing",0
"3141","Louisiana Tech","P","Delta",1
"3142","Louisiana Tech","QB","Incoming",0
"3143","Louisiana Tech","QB","Outgoing",2
"3144","Louisiana Tech","QB","Delta",-2
"3145","Louisiana Tech","RB","Incoming",1
"3146","Louisiana Tech","RB","Outgoing",2
"3147","Louisiana Tech","RB","Delta",-1
"3148","Louisiana Tech","S","Incoming",1
"3149","Louisiana Tech","S","Outgoing",3
"3150","Louisiana Tech","S","Delta",-2
"3151","Louisiana Tech","TE","Incoming",0
"3152","Louisiana Tech","TE","Outgoing",2
"3153","Louisiana Tech","TE","Delta",-2
"3154","Louisiana Tech","WR","Incoming",2
"3155","Louisiana Tech","WR","Outgoing",2
"3156","Louisiana Tech","WR","Delta",0
"3157","Louisville","CB","Incoming",4
"3158","Louisville","CB","Outgoing",1
"3159","Louisville","CB","Delta",3
"3160","Louisville","DL","Incoming",3
"3161","Louisville","DL","Outgoing",3
"3162","Louisville","DL","Delta",0
"3163","Louisville","EDGE","Incoming",3
"3164","Louisville","EDGE","Outgoing",2
"3165","Louisville","EDGE","Delta",1
"3166","Louisville","IOL","Incoming",6
"3167","Louisville","IOL","Outgoing",2
"3168","Louisville","IOL","Delta",4
"3169","Louisville","LB","Incoming",1
"3170","Louisville","LB","Outgoing",1
"3171","Louisville","LB","Delta",0
"3172","Louisville","OT","Incoming",1
"3173","Louisville","OT","Outgoing",3
"3174","Louisville","OT","Delta",-2
"3175","Louisville","QB","Incoming",1
"3176","Louisville","QB","Outgoing",1
"3177","Louisville","QB","Delta",0
"3178","Louisville","RB","Incoming",0
"3179","Louisville","RB","Outgoing",2
"3180","Louisville","RB","Delta",-2
"3181","Louisville","S","Incoming",3
"3182","Louisville","S","Outgoing",2
"3183","Louisville","S","Delta",1
"3184","Louisville","TE","Incoming",3
"3185","Louisville","TE","Outgoing",2
"3186","Louisville","TE","Delta",1
"3187","Louisville","WR","Incoming",4
"3188","Louisville","WR","Outgoing",5
"3189","Louisville","WR","Delta",-1
"3190","MANITOBA","IOL","Incoming",0
"3191","MANITOBA","IOL","Outgoing",1
"3192","MANITOBA","IOL","Delta",-1
"3193","Maine","CB","Incoming",0
"3194","Maine","CB","Outgoing",1
"3195","Maine","CB","Delta",-1
"3196","Maine","DL","Incoming",3
"3197","Maine","DL","Outgoing",2
"3198","Maine","DL","Delta",1
"3199","Maine","IOL","Incoming",1
"3200","Maine","IOL","Outgoing",0
"3201","Maine","IOL","Delta",1
"3202","Maine","LB","Incoming",1
"3203","Maine","LB","Outgoing",0
"3204","Maine","LB","Delta",1
"3205","Maine","S","Incoming",0
"3206","Maine","S","Outgoing",1
"3207","Maine","S","Delta",-1
"3208","Maine","WR","Incoming",1
"3209","Maine","WR","Outgoing",0
"3210","Maine","WR","Delta",1
"3211","Marian College","CB","Incoming",0
"3212","Marian College","CB","Outgoing",1
"3213","Marian College","CB","Delta",-1
"3214","Mars Hill","WR","Incoming",1
"3215","Mars Hill","WR","Outgoing",0
"3216","Mars Hill","WR","Delta",1
"3217","Marshall","CB","Incoming",8
"3218","Marshall","CB","Outgoing",6
"3219","Marshall","CB","Delta",2
"3220","Marshall","DL","Incoming",7
"3221","Marshall","DL","Outgoing",4
"3222","Marshall","DL","Delta",3
"3223","Marshall","EDGE","Incoming",1
"3224","Marshall","EDGE","Outgoing",2
"3225","Marshall","EDGE","Delta",-1
"3226","Marshall","IOL","Incoming",1
"3227","Marshall","IOL","Outgoing",1
"3228","Marshall","IOL","Delta",0
"3229","Marshall","K","Incoming",0
"3230","Marshall","K","Outgoing",1
"3231","Marshall","K","Delta",-1
"3232","Marshall","LB","Incoming",6
"3233","Marshall","LB","Outgoing",5
"3234","Marshall","LB","Delta",1
"3235","Marshall","LS","Incoming",1
"3236","Marshall","LS","Outgoing",0
"3237","Marshall","LS","Delta",1
"3238","Marshall","OT","Incoming",3
"3239","Marshall","OT","Outgoing",1
"3240","Marshall","OT","Delta",2
"3241","Marshall","P","Incoming",0
"3242","Marshall","P","Outgoing",1
"3243","Marshall","P","Delta",-1
"3244","Marshall","QB","Incoming",5
"3245","Marshall","QB","Outgoing",3
"3246","Marshall","QB","Delta",2
"3247","Marshall","RB","Incoming",4
"3248","Marshall","RB","Outgoing",1
"3249","Marshall","RB","Delta",3
"3250","Marshall","S","Incoming",4
"3251","Marshall","S","Outgoing",5
"3252","Marshall","S","Delta",-1
"3253","Marshall","TE","Incoming",0
"3254","Marshall","TE","Outgoing",3
"3255","Marshall","TE","Delta",-3
"3256","Marshall","WR","Incoming",8
"3257","Marshall","WR","Outgoing",8
"3258","Marshall","WR","Delta",0
"3259","Mary Hardin-Baylor","TE","Incoming",0
"3260","Mary Hardin-Baylor","TE","Outgoing",1
"3261","Mary Hardin-Baylor","TE","Delta",-1
"3262","Mary Hardin-Baylor","WR","Incoming",0
"3263","Mary Hardin-Baylor","WR","Outgoing",1
"3264","Mary Hardin-Baylor","WR","Delta",-1
"3265","Maryland","CB","Incoming",1
"3266","Maryland","CB","Outgoing",6
"3267","Maryland","CB","Delta",-5
"3268","Maryland","DL","Incoming",5
"3269","Maryland","DL","Outgoing",1
"3270","Maryland","DL","Delta",4
"3271","Maryland","EDGE","Incoming",0
"3272","Maryland","EDGE","Outgoing",2
"3273","Maryland","EDGE","Delta",-2
"3274","Maryland","IOL","Incoming",0
"3275","Maryland","IOL","Outgoing",3
"3276","Maryland","IOL","Delta",-3
"3277","Maryland","K","Incoming",0
"3278","Maryland","K","Outgoing",1
"3279","Maryland","K","Delta",-1
"3280","Maryland","LB","Incoming",0
"3281","Maryland","LB","Outgoing",1
"3282","Maryland","LB","Delta",-1
"3283","Maryland","OT","Incoming",2
"3284","Maryland","OT","Outgoing",5
"3285","Maryland","OT","Delta",-3
"3286","Maryland","QB","Incoming",1
"3287","Maryland","QB","Outgoing",3
"3288","Maryland","QB","Delta",-2
"3289","Maryland","RB","Incoming",0
"3290","Maryland","RB","Outgoing",1
"3291","Maryland","RB","Delta",-1
"3292","Maryland","S","Incoming",2
"3293","Maryland","S","Outgoing",0
"3294","Maryland","S","Delta",2
"3295","Maryland","TE","Incoming",1
"3296","Maryland","TE","Outgoing",3
"3297","Maryland","TE","Delta",-2
"3298","Maryland","WR","Incoming",3
"3299","Maryland","WR","Outgoing",3
"3300","Maryland","WR","Delta",0
"3301","Massachusetts","CB","Incoming",3
"3302","Massachusetts","CB","Outgoing",0
"3303","Massachusetts","CB","Delta",3
"3304","Massachusetts","DL","Incoming",3
"3305","Massachusetts","DL","Outgoing",3
"3306","Massachusetts","DL","Delta",0
"3307","Massachusetts","EDGE","Incoming",4
"3308","Massachusetts","EDGE","Outgoing",2
"3309","Massachusetts","EDGE","Delta",2
"3310","Massachusetts","IOL","Incoming",4
"3311","Massachusetts","IOL","Outgoing",1
"3312","Massachusetts","IOL","Delta",3
"3313","Massachusetts","K","Incoming",2
"3314","Massachusetts","K","Outgoing",0
"3315","Massachusetts","K","Delta",2
"3316","Massachusetts","LB","Incoming",2
"3317","Massachusetts","LB","Outgoing",3
"3318","Massachusetts","LB","Delta",-1
"3319","Massachusetts","LS","Incoming",1
"3320","Massachusetts","LS","Outgoing",0
"3321","Massachusetts","LS","Delta",1
"3322","Massachusetts","P","Incoming",1
"3323","Massachusetts","P","Outgoing",0
"3324","Massachusetts","P","Delta",1
"3325","Massachusetts","QB","Incoming",2
"3326","Massachusetts","QB","Outgoing",2
"3327","Massachusetts","QB","Delta",0
"3328","Massachusetts","RB","Incoming",3
"3329","Massachusetts","RB","Outgoing",4
"3330","Massachusetts","RB","Delta",-1
"3331","Massachusetts","S","Incoming",3
"3332","Massachusetts","S","Outgoing",2
